3.232187775778908589e-01,2.488746238246089260e-01,1.616689275599734466e-01,2.621651581750029658e-01,1.441093281519670311e-01,1.758656530289454401e-01,2.667769985786881959e-01,2.060833756614374457e-01,1.580221595190334505e-01,1.384585351436089518e-01,1.379279417178552736e-01,1.856573526851046652e-01,2.651720617944654940e-02,8.648153369044263294e-02,1.513601427034967639e-01,3.205128205128204844e-02,5.637793578970049652e-02,1.039816679676774241e-01,2.021009448035803180e-01,2.468266322645191519e-06,4.326998175304869688e-07,1.601686683150830084e-02,1.940244926831424799e-01,2.326051260729533054e-01,1.403862247013985820e-01,1.869826760275801469e-01,1.499994449809628483e-01,1.288841572958946136e-01,1.271208534512425214e-01,1.162400787546914449e-01,1.391269856625969858e-01,1.332983952755982006e-02,2.347194204349682678e-01,1.959202381537008056e-02,4.781285810250128845e-03,2.098940279960939959e-01,1.249898740977288120e-01,4.078966045619487890e-02,3.703703703703703498e-02,1.957929348690776519e-02
1.988625916653557202e-01,3.236695103592886480e-01,1.577293428623571525e-01,1.980941293903992484e-01,1.265476539978836468e-01,6.312924219426584160e-02,1.805207453841950194e-01,3.499415191021382210e-02,1.112503842310145352e-07,1.722650536136107191e-01,1.211526744262402394e-01,7.617262662140408813e-02,1.888259136978870725e-02,1.709716494722204883e-01,1.270953018021562797e-01,5.448717948717948789e-02,2.782087193851899565e-02,1.927282123824597959e-01,7.074527598209845447e-02,6.152894289089933660e-02,7.730614939999680413e-02,5.371335217237725029e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.871145544722111198e-01,0.000000000000000000e+00,6.821183966610054605e-02,4.905516002395368669e-02,1.315737332234886703e-01,2.191903033286162622e-02,1.543205696263761917e-01,2.653448434823538760e-01,2.095843211167228715e-01,7.015525357616404908e-06,1.172600466274153347e-02,1.384356556665366222e-01,1.988215581525238085e-01,1.915589024243769811e-01,4.629629629629629373e-02,2.146442122721333931e-02
5.712296385771595264e-02,6.974678461605200719e-02,3.190395501389541311e-01,8.839778575351040640e-03,5.329903538103528821e-02,9.623111094778059871e-02,3.868873759763596237e-02,1.678421229830901751e-01,1.282231878508350298e-01,1.215582406324987493e-02,2.288014851962007009e-07,9.500938057628452796e-03,1.149570112458410051e-02,2.227724073339608923e-01,1.854883135279767059e-01,2.884615384615384776e-02,4.300438123967535720e-02,2.701915432862813105e-01,0.000000000000000000e+00,1.923561083009441841e-01,5.500999320228586870e-02,4.087557400211939279e-02,4.134577125425527300e-02,3.331073691441380213e-02,3.705676065013754992e-03,9.954978551756187011e-02,2.546427342457846174e-02,5.870317386386320058e-02,4.171315945898032031e-05,1.378207100227650354e-02,5.549697192500435000e-02,2.027984413744243763e-02,2.755731597779512154e-02,7.015525357616404908e-06,3.849231437942071676e-02,9.030510645687261917e-02,9.908461843468472502e-03,5.048571251787982439e-02,3.703703703703703498e-02,6.981240327269746561e-03
9.510922325224405172e-02,8.993873778185915158e-02,9.076217039361927919e-03,3.185426403288779129e-01,2.642531834410287786e-02,4.835684406132694999e-03,3.222108504619928399e-02,8.362476476277773060e-03,6.105643587366539615e-02,3.124089202612423399e-02,1.895917746781277877e-02,2.903360686296825866e-01,9.894033681998539234e-03,2.309184653538679053e-03,3.732850659741349802e-02,2.884615384615384776e-02,2.913524384112619464e-02,2.844613312287148140e-03,9.451143709597214712e-03,1.504737425828596951e-02,6.757949020172898669e-02,1.069741257506181542e-01,1.319068040143242526e-01,7.067918809560394533e-02,2.386651713077600767e-01,1.033719429438834797e-01,2.687402177894701941e-02,2.580011976844766644e-02,1.230121072445329727e-01,2.032163292930535825e-01,6.215776947932589308e-03,4.819753589642807208e-03,7.398068116560893581e-02,7.015525357616404908e-06,5.393764571067293824e-03,1.080242389252603075e-02,4.263537798394351462e-06,3.639659182314167927e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.992656743907106343e-02,2.189888585271463489e-02,2.085813977551259635e-02,1.007193620432271335e-02,3.278293475996005291e-01,7.905102504130677096e-03,1.957240213274701046e-02,3.087129726395027376e-02,4.873701332545977288e-02,8.877249940363438063e-02,2.831464139600023064e-02,2.113017794437375713e-03,1.214704588456889597e-02,1.821783029822289512e-02,2.911780908160856076e-03,4.166666666666666435e-02,6.789485024779141897e-02,3.026826698178441098e-03,9.733963202386872876e-03,4.227482006338507958e-02,5.883419418962030842e-03,2.696706110914871141e-02,2.843627039214819546e-02,6.372732449361424856e-02,4.362145169246323985e-03,4.923071806114897447e-02,5.141696360185154385e-02,5.827067669172932007e-02,5.047292294536619151e-03,3.459361348674090675e-02,1.256312520558017232e-01,2.861900048039829336e-01,2.775609971581287708e-03,1.396557247856172398e-02,2.959655431303591724e-02,9.020813271420485428e-06,1.542249527813188692e-01,2.064705860943181204e-01,4.629629629629629373e-02,1.369248793470033247e-02
2.935262610171085820e-02,1.318633276167921996e-02,4.545663230519981363e-02,2.224724417699156052e-03,9.541859980540693537e-03,3.217729585607401743e-01,4.172709555232029938e-02,4.627386186052938333e-02,3.876775514413433044e-02,6.316230221300674769e-03,4.642176213294235687e-02,4.058729994972644708e-03,5.757460566947563384e-03,1.258404094173639146e-02,1.091262034049473965e-02,3.846153846153846367e-02,8.350211879623643807e-02,6.566510401616990761e-03,1.248912232720039706e-02,6.455421464702146284e-02,1.854663919888225043e-01,8.867228894383609450e-02,9.228347849153366311e-02,1.669724715360443009e-03,9.061727728518735245e-03,7.063923434897212417e-02,4.573356866140508570e-02,7.645219242797259007e-02,1.075156685055217790e-02,1.145942287577677871e-03,9.674361008455391255e-06,8.102475264340373851e-03,1.192334310073181816e-02,8.638450223678333442e-03,9.878689690599438909e-06,1.127601658927560594e-05,3.803075716167761758e-03,3.340843163446174935e-02,2.777777777777777624e-02,1.020186777106545963e-02
1.719813642536401066e-01,1.456423397279846266e-01,7.058840861814916212e-02,5.725659367006338818e-02,9.125081202041183948e-02,1.611703802060188706e-01,3.267706095140727185e-01,3.892239458355956666e-06,7.927502129610479453e-02,4.341769721229293139e-02,2.078178721873719381e-01,1.582170518516335051e-03,5.917627311206119858e-03,2.433782666660295330e-02,8.349728496104509567e-02,3.205128205128204844e-02,1.417438770379946845e-02,8.064829150691548570e-04,1.386281700646444480e-02,2.357868997587680981e-01,1.834305393473415480e-01,4.978364535499823183e-03,3.633759228966797900e-02,1.756006881362774941e-01,1.582888120486008066e-03,8.975741264795038254e-02,4.211484453916769510e-02,6.653802648213453835e-05,3.931465279008895114e-02,7.558604565311019541e-02,2.855145792620397346e-02,1.488264209356605916e-02,2.090174193453388923e-02,2.361893537064189833e-04,3.735132572015648078e-02,9.685872729855959928e-02,2.313821963188614564e-02,8.160115886748364744e-03,1.851851851851851749e-02,1.069364022505821764e-02
4.273124803293390679e-03,9.080831393380767343e-04,9.849618427144607100e-03,4.779581432355019168e-04,4.629318883407001518e-03,5.748736861497932837e-03,1.251898621625190473e-07,3.219037721638710603e-01,1.792799941882799271e-03,9.614827633233550934e-04,3.451928007155079855e-03,2.262582990943663675e-04,1.206589473414455957e-03,4.773549382863532392e-02,2.623226043388158612e-04,1.314102564102564152e-01,7.182360123536594019e-06,1.341442727493592042e-03,1.442969915464942798e-01,2.499531029398697601e-03,6.602999215515230683e-04,1.799275874249381792e-03,5.305274326893320004e-06,1.205142342374913699e-06,3.754757867199367606e-04,1.189054050683082450e-03,4.284746966820961699e-03,1.621864395502029335e-02,2.200369161461211785e-03,5.875838306774134288e-03,4.747692664899483099e-03,0.000000000000000000e+00,4.722954368088583613e-03,1.311903241874267691e-03,3.422965977792705779e-03,3.337700910425579304e-04,4.263537798394351462e-06,1.819829591157084175e-05,9.259259259259258745e-03,1.904412934579799693e-03
2.865884281038767051e-02,2.525048353413443654e-08,6.581472217279650538e-02,3.052280523277963245e-02,6.392329741279936806e-02,4.212553002495571935e-02,2.230201058987303642e-02,1.568085971785156130e-02,3.225087451145784434e-01,5.339467727156003984e-02,4.354252424323337006e-02,6.767579505637898174e-02,4.772968978904971668e-03,2.969924452748324076e-02,6.067521838356811081e-02,2.564102564102564014e-02,9.042950513538748625e-02,9.454412870374763467e-02,5.672861760318249902e-02,3.854115587266378901e-02,4.654551937175448184e-02,8.557046979865771952e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.341692782275579462e-02,0.000000000000000000e+00,1.066968597022877885e-01,5.585867323175194854e-02,3.663458229484947010e-02,4.484556697225127592e-02,3.444072519010119449e-03,1.286521188476263955e-02,2.918071650494014416e-02,2.008778760730830452e-03,9.878689690599438909e-06,8.341320511750736910e-02,6.471197670402946411e-02,1.260050008917164982e-02,1.851851851851851749e-02,7.424799795576940637e-04
6.124787333913241268e-03,9.536653122138962976e-03,1.521848817616375119e-03,3.809316390827608215e-03,2.839941073436995714e-02,1.674030239891144455e-03,2.979237042278087312e-03,2.051210194553589310e-03,1.302352623000371627e-02,3.075253358462028963e-01,2.695922139769793557e-02,1.028397190576082598e-03,2.368759369754539282e-02,9.294079981650762426e-04,2.728155085123684914e-03,2.243589743589743599e-02,5.458593693887811224e-03,2.923680264744908295e-04,1.038817752362009017e-02,6.894690594588902396e-04,1.576411975227070064e-02,5.224523136700812143e-02,3.659578230691012263e-02,1.220869449942906318e-02,1.562028354557122621e-03,8.546037271809256127e-04,3.271282204979630848e-02,6.134806041652804409e-02,6.488481953844389694e-02,7.690887836091797884e-06,8.769324536114389557e-02,1.028367761877726529e-02,1.840590166831092880e-05,2.857423478157161689e-02,2.140712055952898388e-02,2.400212891193205522e-02,3.764703875982212435e-03,1.143216949164880224e-02,2.777777777777777624e-02,7.699613813984658439e-03
